iter	RMSE
0	0.03234803625
1	0.03083495964
2	0.02938978934
3	0.02801824681
4	0.0267086545
5	0.02546473582
6	0.02429191322
7	0.02314881153
8	0.02209450463
9	0.0211025281
10	0.02012743938
11	0.01923143475
12	0.01836453999
13	0.01753739888
14	0.01674221397
15	0.01599631057
16	0.01529328143
17	0.01464354762
18	0.01399956889
19	0.01339009745
20	0.0128207267
21	0.01228146396
22	0.01177916326
23	0.0112839328
24	0.01081754437
25	0.01037655497
26	0.009969443568
27	0.009585654629
28	0.009198688557
29	0.008849580311
30	0.00851655662
31	0.008207019032
32	0.007902849548
33	0.007622087266
34	0.007368286907
35	0.007111811705
36	0.006879672845
37	0.006655771014
38	0.006445377025
39	0.006247851477
40	0.006067648755
41	0.005890698245
42	0.005732476348
43	0.005589289559
44	0.005451852085
45	0.005327593903
46	0.00520854047
47	0.005096981425
48	0.004988646958
49	0.00489088619
50	0.004804397895
51	0.004720662306
52	0.004640892479
53	0.004565846922
54	0.004497437028
55	0.004435165688
56	0.004377423487
57	0.004322978788
58	0.004269263461
59	0.004222431088
60	0.00418015523
61	0.004143486297
62	0.004108911243
63	0.004072318019
64	0.004040185414
65	0.004009052548
66	0.003980954962
67	0.003953785569
68	0.003931239121
69	0.003909318323
70	0.003888646167
71	0.003867880478
72	0.003852549207
73	0.003834789841
74	0.003817328982
75	0.003802437628
76	0.003787324903
77	0.003774619817
78	0.00376444036
79	0.003753251455
80	0.003744077406
81	0.003736083806
82	0.003725434938
83	0.003716746271
84	0.003706678142
85	0.003693601693
86	0.00368291371
87	0.003676558336
88	0.003667920342
89	0.003660550665
90	0.003653388969
91	0.003646483293
92	0.003641556036
93	0.003636037638
94	0.00362839401
95	0.003619170809
96	0.003612861513
97	0.003607103829
98	0.003601152692
99	0.00359533755
100	0.003590162045
101	0.003582586463
102	0.003578357081
103	0.003573900096
104	0.003569584594
105	0.003567038523
106	0.003564626696
107	0.0035622416
108	0.003559083844
109	0.003555759957
110	0.003551968032
111	0.003549630115
112	0.003546424392
113	0.003542733616
114	0.003538587383
115	0.003535836578
